product_name,brand,price,rating,rating_count,sku,ingredients,category
Fermentation Essence,BENTON,27.0,4.3,45,BEN-FE-27,"Galactomyces Ferment Filtrate, Aqua (Water), Butylene Glycol, Pentylene Glycol, Glycerin, 1,2-Hexanediol, Bifida Ferment Lysate, Ceramide NP, Althaea Rosea Root Extract, Aloe Barbadensis Leaf Extract, Betaine, Panthenol, Allantoin, Sodium Hyaluronate, sh-Oligopeptide-1, Zanthoxylum, Piperitum Fruit Extract, Pulsatilla Koreana Extract Usnea Barbata (Lichen) Extract, Adenosine, Arginine, Xanthan Gum, Hydrogenated Lecithin, Polysorbate 20, Lecithin",Treatments
"Dear, Klairs Fundamental Watery Oil Drop",KLAIRS,31.0,4.7,25,KLA-DKFWOD-31,"Aqua(Water), Glycerin, Butylene Glycol, Camellia Sinensis Leaf Water, Oryza Sativa (Rice) Extract, Bifida Ferment Extract, Betaine, Dipropylene Glycol, Sorbitol, 1,2-Hexanediol, Aspergillus/Rice Ferment Extract, Camellia Sinensis Leaf Extract, Dipotassium Glycyrrhizate, Sorbitan Sesquioleate, Ethylhexylglycerin, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sodium Hyaluronate, Hydroxyethylcellulose, Xanthan Gum, Arginine, Carbomer, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Laminaria Japonica Extract, Ceramide NP, Hydrogenated Lecithin, Copper Tripeptide-1, Acetyl Hexapeptide-8",Treatments
Revive Serum: Ginseng + Snail Mucin,Beauty of Joseon,17.0,4.4,81,BOJ-RSGSM-17,"""PANAX GINSENG ROOT WATER, WATER, BUTYLENE GLYCOL, SNAIL SECRETION FILTRATE, DIPROPYLENE GLYCOL 1,2-HEXANEDIOL. GLYCERIN, NIACINAMIDE, PROPANEDIOL, TREHALOSE, CARBOMER, TROMETHAMINE, XANTHAN GUM, CENTELLA ASIATICA EXTRACT GANODERMA LUCIDUM (MUSHROOM) EXTRACT, PANAX GINSENG ROOT EXTRACT, MALT EXTRACT, SODIUM POLYACRYLATE, ADENOSINE, GLYCERYL ACRYLATE/ACRYLIC ACID COPOLYMER, DISODIUM EDTA, PHELLINUS LINTEUS EXTRACT, SODIUM HYALURONATE, HYDROLYZED HYALURONIC ACID FORSYTHIA SUSPENSA FRUIT EXTRACT, LONICERA JAPONICA (HONEYSUCKLE) FLOWER EXTRACT, SCUTELLARIA BAICALENSIS ROOT EXTRACT, SODIUM ACETYLATED HYALURONATE""",Treatments
Bifida Biome Complex Ampoule,MANYO FACTORY,35.0,4.6,20,MF-BBCA-35,"""Bifida Ferment Lysate, Butylene Glycol, Bifida Ferment Filtrate, Lactobacillus Ferment Lysate, Lactococcus Ferment Lysate, Saccharomyces Ferment Filtrate, Glycerin, Niacinamide, 1,2-Hexanediol, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Aureobasidium Pullulans Ferment, Hyaluronic Acid, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Leontopodium Alpinum Callus Culture Extract, Cutibacterium Granulosum Ferment Extract Filtrate(5,000ppm), Asiaticoside, Asiatic Acid, Madecassic Acid, Pentylene Glycol, Squalane, Hydrogenated Lecithin, Copper Tripeptide-1, Tromethamine, Acetyl Hexapeptide-8, Propanediol, Ethylhexylglycerin, Dextrin, Water, Caffeine, Benzyl Glycol, Sodium Phytate, Hydrolyzed Algin, Xanthan Gum, Epigallocatechin Gallate, Carbomer, Physalis Alkekengi Calyx Extract, Hydrolyzed Glycosaminoglycans, Polyglyceryl-10 Laurate, Theobroma Cacao (Cocoa) Seed Extract, Adenosine

※ Contains 72% bifida ferment content(Bifida Ferment Lysate, Bifida Ferment Filtrate)""",Treatments
Galac Niacin 2.0 Essence,MANYO FACTORY,29.0,4.8,14,MF-GN2E-29,"Galactomyces Ferment Filtrate(93.69%), Niacinamide(4%), Panthenol, Sodium Hyaluronate, 1,2-Hexanediol, Butylene Glycol, Hamamelis Virginiana (Witch Hazel) Water, Ethylhexylglycerin, Chrysanthemum Indicum Flower Extract, Algin, Glutathione, Pentylene Glycol, Water",Treatments
Madecassoside Ampoule 2X,A'PIEU,32.0,5.0,2,API-MA2-32,"Water, Centella Asiatica Extract, Glycerin, 1,2-Hexanediol, Beta-Glucan, Madecassoside, Ethylhexylglycerin",Treatments
Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,39.0,5.0,1,MIS-VCPSCFA-39,"Water, Hippophae Rhamnoides Water, Glycerin, Glycyrrhiza Uralensis (Licorice) Root Extract, Methylpropanediol, Butylene Glycol, Niacinamide, Diethoxyethyl Succinate, 1,2-Hexanediol, Tocopheryl Acetate, 3-O-Ethyl Ascorbic Acid, Bifida Ferment Lysate, Tranexamic Acid, Sodium Polyacryloyldimethyl Taurate, Chlorella Vulgaris Extract, Glucose, Caprylic/Capric Triglyceride, Glycine Soja (Soybean) Oil, Fructooligosaccharides, Fructose, Arbutin, Hydrogenated Lecithin, Panthenol, Citrus Aurantium Dulcis (Orange) Peel Oil, Xanthan Gum, Adenosine, Ethylhexylglycerin, Citric Acid, Polyquaternium-51, Ceramide NP, Citrus Grandis (Grapefruit) Peel Oil, Sodium Phytate, Eucalyptus Globulus Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Sodium Citrate, Daucus Carota Sativa (Carrot) Root Extract, Beta-Carotene, Tocopherol, Hydrolyzed Collagen, Allantoin, Glyceryl Glucoside, Palmitoyl Tripeptide-5, Dipropylene Glycol, Caprylyl Glycol, Ascorbic Acid, Hyaluronic Acid, Acetyl Hexapeptide-8, Pentylene Glycol, PVP, Laurdimonium Hydroxypropyl Hydrolyzed Wheat Protein, Hydrolyzed Hyaluronic Acid, Sodium Hyaluronate, Phytosterols, Ascorbyl Glucoside, Fullerenes",Treatments
Green Tea Fresh Serum,ISNTREE,31.3,0.0,0,ISN-GTFS-31,"Camellia Sinensis Leaf Extract, Water, Butylene Glycol, Glycerin, Propanediol, Dipropylene Glycol, Niacinamide, 1,2-Hexanediol, Panthenol, Hydroxyacetophenone, Squalane, Ammonium Acryloyldimethyltaurate/VP Copolymer, Allantoin, Carbomer, Tromethamine, Betaine, Polyglyceryl-3 Methylglucose Distearate, Cetearyl Alcohol, Epigallocatechin Gallate, Glyceryl Stearate SE, Adenosine
, Dipotassium Glycyrrhizate, Bacillus Ferment, Vigna Radiata Seed Extract, Camellia Japonica Flower Extract, Pinus Palustris Leaf Extract, Ulmus Davidiana Root Extract, Oenothera Biennis (Evening Primrose) Flower Extract, Pueraria Lobata Root Extract, Brassica Oleracea Italica (Broccoli) Sprout Extract",Treatments
Dermalogy Cica Repair Snail Essence,NEOGEN,27.0,5.0,2,NEO-DCRSE-27,"Snail Secretion Filtrate(96%), 1,2-Hexanediol, Betaine, Sodium Polyacrylate, Carbomer, Arginine, Octyldodeceth-16, Pyrus Communis (Pear) Fruit Extract,Rosa Damascena Flower Water, Hedera Helix (Ivy) Leaf/Stem Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Pimpinella Anisum (Anise) Fruit Extract,Water, Butyl Avocadate, Glycerin, Butylene Glycol, Asiaticoside, Madecassic Acid, Asiatic Acid, Centella Asiatica Extract, Vaccinium Macrocarpon (Cranberry)Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Cornus Officinalis Fruit Extract, Euterpe Oleracea FruitExtract, Sambucus Nigra Fruit Extract, Schizandra Chinensis Fruit Extract, Panax Ginseng Berry Extract, Vaccinium Myrtillus Fruit Extract, Epilobium FleischeriExtract, Punica Granatum Fruit Extract, Citric Acid, Potassium Sorbate, Hydrolyzed Hyaluronic Acid, Ethylhexylglycerin, Hibiscus Sabdariffa Flower Extract,Propyl Gallate, Madecassoside",Treatments
Niacinamide Serum 12% Plus Zinc 2%,NATURIUM,16.0,5.0,1,NAT-NS1PZ2-16,"Water, Niacinamide, Propanediol, Glycerin, Zinc PCA, Polyacrylate Crosspolymer-11, Sodium Hyaluronate, Dimethicone, Caprylyl Glycol, Phenoxyethanol, Xanthan Gum, Potassium Sorbate, Glyceryl Polyacrylate, Tocopheryl Acetate, Hexylene Glycol, Citric Acid.",Treatments
Vitamin C Complex Serum,NATURIUM,20.0,0.0,0,NAT-VCCS-20,"Water (Aqua), Glycerin, Propanediol, Sodium Ascorbyl Phosphate, Ascorbic Acid, Glutathione, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Terminalia Ferdinandiana Fruit Extract, Pleiogynium Timoriense Fruit Extract, Podocarpus Elatus Fruit Extract, Aloe Barbadensis Leaf Juice, Sodium Hyaluronate, Carbomer, Tocopheryl Acetate, Phenoxyethanol, Caprylyl Glycol, Citric Acid, Hydroxyethylcellulose, Sodium Hydroxide, Beta-Glucan, Potassium Sorbate, Hexylene Glycol, Sorbitol, Xanthan Gum, Algin, Benzoic Acid, Sorbic Acid, 1,2-Hexanediol, Sodium Benzoate, Disodium Phosphate, Gold, Polysorbate 60, Sodium Phosphate",Treatments
Press Restart Gentle Retinol Serum,VERSED,21.99,0.0,0,VER-PRGRS-21,WaterHelianthus Annuus (Sunflower) Seed OilSodium Acrylate/Sodium Acryloyldimethyl Taurate CopolymerRetinolBakuchiolCrithmum Maritimum ExtractGlycerinPaeonia Suffruticosa ExtractButyrospermum Parkii (Shea) ButterHydroxypropyl CyclodextrinSodium HyaluronateCarica Papaya ExtractXylitylglucosideAnhydroxylitolXylitolHippophae Rhamnoides OilTocopheryl AcetateOpuntia Conccinellifera Fruit ExtractRosa Canina Seed OilChamomilla Recutita (Matricaria) ExtractAloe Barbadensis Leaf JuiceChlorophyllCaprylic/Capric TriglycerideHydrogenated Vegetable OilNylon-12IsohexadecanePolysorbate 80TrehaloseLeuconostoc/Radish Root Ferment FiltratePhenoxyethanolEthylhexylglycerin,Treatments
Stroke of Brilliance Brightening Serum,VERSED,19.99,0.0,0,VER-SOBBS-19,"WaterPropylene GlycolDipropylene GlycolMethyl Gluceth-20Glycyrrhiza Glabra (Licorice) Root ExtractSodium Ascorbyl PhosphateNiacinamideCitric AcidPalmaria Palmata ExtractSodium HyaluronatePolyacrylate Crosspolymer-6PhenoxyethanolXanthan GumTrisodium Ethylenediamine DisuccinateGlycerinCurcuma Longa (Turmeric) Root Extract1,2hexanediolPotassium SorbateSodium Benzoate",Treatments
Pore Active Treatment,SATURDAY SKIN,36.0,0.0,0,SS-PAT-36,"WATER/AQUA/EAU, BUTYLENE GLYCOL, DIPROPYLENE GLYCOL, NIACINAMIDE, GLYCOLIC ACID, 1,2-HEXANEDIOL, PROPANEDIOL, ETHOXYDIGLYCOL, POLYACRYLATE CROSSPOLYMER-6, SALIX ALBA (WILLOW) BARK EXTRACT, POTASSIUM HYDROXIDE, CHOLETH-24, XYLITOL, CAPRYLYL GLYCOL, XANTHAN GUM, OCTYLDODECETH-16, PANTHENOL, ADENOSINE, ETHYLHEXYLGLYCERIN, DIPOTASSIUM GLYCYRRHIZATE, MENTHA PIPERITA (PEPPERMINT) OIL, CENTELLA ASIATICA EXTRACT, SODIUM PHYTATE, MADECASSOSIDE, SODIUM HYALURONATE, HYDROGENATED LECITHIN, ASIATICOSIDE, CENTELLA ASIATICA LEAF EXTRACT, CHOLESTEROL, GLYCERIN, PEG-800, CAMELLIA SINENSIS LEAF EXTRACT, MENTHA ROTUNDIFOLIA LEAF EXTRACT, POLYSORBATE 20, THYMUS VULGARIS (THYME) LEAF EXTRACT, TOCOPHEROL, SH-OLIGOPEPTIDE-1, SH-POLYPEPTIDE-1, SH-OLIGOPEPTIDE-2, SH-POLYPEPTIDE-22, SH-POLYPEPTIDE-45, SH-POLYPEPTIDE-8, SH-POLYPEPTIDE-9.",Treatments
Snail Mucin Energy Essence,the klog,17.0,4.9,18,TK-SMEE-17,"""Aspergillus/Snail Secretion Filtrate Ferment Filtrate, Dioscorea Opposita (Wild Yam) Root Extract, Betaine, 1,2-
Hexanediol, Propanediol, Butylene Glycol, Sodium Hyaluronate, Panthenol, Arginine, Psidium Guajava Leaf Extract,
Ocimum Basilicum (Basil) Seed Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Sodium Polyacrylate, Carbomer,
Water""",Treatments
V.Biome Infusion Serum,NEOGEN,34.0,5.0,6,NEO-VIS-34,"Water, Glycerin, Propanediol, Niacinamide, Panthenol, 1,2-Hexanediol, Cetyl Ethylhexanoate, Tocopheryl Acetate, Caprylic/Capric Triglyceride, MalvaSylvestris (Mallow) Flower Extract, Cetearyl Olivate, Glycereth-26, Sorbitan Olivate, Hydrogenated Lecithin, Arginine, Ethylhexylglycerin, Betaine,Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Anthemis Nobilis Flower Oil, Adenosine, Carbomer, Thuja Occidentalis Leaf Oil, Disodium EDTA, LactococcusFerment Lysate, Ascorbic Acid, Ferulic Acid, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Collagen Extract, Xanthan Gum, Maltodextrin, Riboflavin,Thiamine HCl, Biotin, Tranexamic Acid, Squalane, Butylene Glycol, Lepidium Meyenii Root Extract, Caprylyl Glycol, Saccharide Hydrolysate, Cyanocobalamin,Sodium Starch Octenylsuccinate, Calcium Pantothenate, Olea Europaea (Olive) Fruit Oil, Lactobacillus Ferment Lysate, Sodium Ascorbyl Phosphate,Polyglyceryl-10 Diisostearate, Glucose, Sodium Hyaluronate, Pyridoxine HCl, Hydroxydecyl Ubiquinone, Chondrus Crispus Extract, Menadione, Resveratrol,Vitis Vinifera (Grape) Juice Extract, Hydroxypropyltrimonium Hyaluronate, Silica, Malpighia Emarginata (Acerola) Fruit Extract, Citrus Unshiu Peel Extract,Citrus Aurantifolia (Lime) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Brassica Oleracea Italica (Broccoli) Extract, Hippophae Rhamnoides Extract, CitrusAurantium Dulcis (Orange) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Pentylene Glycol, Hydrolyzed Hyaluronic Acid, Sodium AcetylatedHyaluronate, Hyaluronic Acid, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Dextrin, Calcium Carbonate,Hydroxypropyl Methylcellulose",Treatments
Rosé Resurfacing Facial Mask,Then I Met You,56.0,4.5,72,TIMY-RRFM-56,"Water, Glycerin, Lactic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Vitis Vinifera (Grape) Juice Extract, Saccharum Officinarum (Sugarcane) Extract, Glycolic Acid, 1,2-Hexanediol, Polyglyceryl-10 Laurate, Rosa Damascena Flower, Salix Alba (Willow) Bark Extract, Salicylic Acid, Ethylhexylglycerin, Resveratrol, Coptis Japonica Extract, Butylene Glycol, Dextrin, Theobroma Cacao (Cocoa) Extract, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Tromethamine, Propanediol, Cyanocobalamin, Fragrance",Masks
Apricot Food Mask,SKINFOOD,16.0,4.0,2,SKI-AFM-16,"Water, Glycerin, Prunus Armeniaca (Apricot) Fruit Extract, Kaolin, Ethylhexyl Palmitate, Silica, Glyceryl Stearate, Cetearyl Alcohol, Calamine, Polyglyceryl-3 Methylglucose Distearate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Lactobacillus/Hibiscus Sabdariffa Flower Ferment Filtrate, Peucedanum Graveolens (Dill) Extract, C12-14 Pareth-12, Polyvinyl Alcohol, Palmitic Acid, Stearic Acid, Xanthan Gum, Citric Acid, Sorbitan Isostearate, Butylene Glycol, 1,2-Hexanediol, Ethylhexylglycerin, Caprylyl Glycol, CI 15985, Fragrance",Masks
Oasis Soothing Mask,DR ALTHEA,18.0,4.9,13,DA-OSM-18,"Water, Glycerin, Propanediol, 1,2-Hexanediol, Hexylene Glycol, Hydrolyzed Jojoba Esters, Hydroxyacetophenone, Xanthan Gum, Betaine, Trehalose, Hydroxyethylcellulose, Cetearyl Olivate, Carbomer, Sorbitan Olivate, Dipropylene Glycol, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Anastatica Hierochuntica Extract, Anthemis Nobilis Flower Extract, Centella Asiatica Extract, Rosa Centifolia Flower Extract, Disodium EDTA, Caprylic/Capric Triglyceride, Rosa Damascena Flower Oil, Butylene Glycol, Hydrogenated Lecithin, Pentylene Glycol, Ceramide NP, Cholesterol, Sodium Hyaluronate, Caprylyl Glycol, Sodium Hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Ethylhexylglycerin, Hydrolyzed Sodium Hyaluronate",Masks
Pear Mint Food Mask,SKINFOOD,16.0,4.3,6,SKI-PMFM-16,"Water, Pyrus Communis (Pear) Fruit Extract, Kaolin, Tapioca Starch, Glycerin, Bentonite, Palmitic Acid, Stearic Acid, Myristic Acid, Lauric Acid, Potassium Hydroxide, Glyceryl Stearate, Mentha Suaveolens Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Mentha Viridis (Spearmint) Leaf Extract, Oryza Sativa (Rice) Powder, Butylene Glycol, Peucedanum Graveolens (Dill) Extract, Lactobacillus/Hibiscus Sabdariffa Flower Ferment Filtrate, Triticum Vulgare (Wheat) Sprout Extract, Brassica Oleracea Italica (Broccoli) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Apium Graveolens (Celery) Extract, Brassica Oleracea Acephala Leaf Extract, Portulaca Oleracea Extract, C12-14 Pareth-12, Juglans Regia (Walnut) Shell Powder, Hydroxypropyl Methylcellulose, Caprylyl Glycol, 1,2-Hexanediol, CI 42090, Fragrance",Masks
Purple Plant Cream Mask,INWARD,24.0,4.6,18,INW-PPCM-24,"Water, Kaolin, Glycerin, Dipropylene Glycol, Bentonite, Hexyl Laurate, Dimethicone, Palmitic Acid, Polysorbate 60, Stearic Acid, Butylene Glycol, Opuntia Coccinellifera Fruit Extract, Coix Lacryma-Jobi Ma-yuen Seed Extract, Camellia Japonica Flower Extract, Salix Alba (Willow) Bark Extract, Honey Extract, Cynanchum Atratum Extract, Titanium Dioxide(CI 77891), Sorbitan Stearate, Sodium Polyacryloyldimethyl Taurate, Hydroxyacetophenone, Hydrogenated Polydecene, Microcrystalline Cellulose, Caprylyl Glycol, Cellulose Gum, Isopropyl Myristate, Trideceth-10, Disodium EDTA, 1,2-Hexanediol, Propanediol, Rosa Damascena Flower Oil, Dipotassium Glycyrrhizate 
",Masks
Yuzu Vitamin C Sleep Mask,SATURDAY SKIN,29.0,4.6,91,SS-YVCSM-29,"Water/Aqua/Eau, Glycerin, Niacinamide, Caprylic/Capric Triglyceride, Glycereth-26, Phenyl Trimethicone, 1,2-Hexanediol, Behenyl Alcohol, Polymethylsilsesquioxane, Chlorella Vulgaris Extract, Glucose, Carbomer, Butylene Glycol, Caprylyl Glycol, Fructooligosaccharides, Fructose, Hippophae Rhamnoides Oil, Tromethamine, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Citrus Junos Peel Oil, Tocopheryl Acetate, Disodium EDTA, Eclipta Prostrata Extract, Eclipta Prostrata Leaf Extract, Citrus Junos Seed Oil, Moringa Oleifera Seed Oil, Hydrogenated Lecithin, Cholesterol, PEG-800, Ascorbic Acid, Tocopherol, Polysorbate 20, Ceramide NP, Linoleic Acid, Retinol, Citrus Junos Fruit Oil, Bioflavonoids, sh-Oligopeptide-1, sh-Polypeptide-1, sh-Oligopeptide-2, sh-Polypeptide-22, sh-Polypeptide-45, sh-Polypeptide-8, sh-Polypeptide-9",Masks
Green Tangerine Vita C Serum Mask,GOODAL,3.0,4.0,5,GOO-GTVCSM-3,"Water, Butylene Glycol, Niacinamide, Methylpropanediol, Diglycerin, Hydroxyacetophenone, Carbomer, Citrus Tangerina (Tangerine) Extract, Allantoin, Ammonium Acryloyldimethyltaurate/VP Copolymer, Caffeine, Tromethamine, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Glycerin, Caprylyl Glycol, Ethylhexylglycerin, 1,2-Hexanediol, Adenosine, Hydrolyzed Jojoba Esters, Sodium Hyaluronate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Arbutin, Ascorbyl Glucoside, Disodium EDTA, Althaea Rosea Flower Extract, Acacia Senegal Gum, Citrus Limon (Lemon) Peel Oil, Caprylic/Capric Triglyceride, Lavandula Angustifolia (Lavender) Oil, Cananga Odorata Flower Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Eucalyptus Globulus Leaf Extract, Maltodextrin, Saccharide Hydrolysate, Ascorbic Acid (Vitamin C), Sodium Carbonate, Tocopherol (Vitamin E), Xanthophyll",Masks
Paraffin Foot Mask EX,MEDIHEAL,3.0,4.6,26,MED-PFME-3,"Water, Caprylic/Capric Triglyceride, Glycerin, Methylpropanediol, 1,2-Hexanediol, Polysorbate 60, Glyceryl Stearate, cetearyl Alcohol, Paraffin, panthenol, Olea Europaea (Olive) fruit Oil, Mangifera Indica (Mango) Seed Butter, Macadamia Integrifolia Seed Oil, Butyrospermum Parkii (Shea) Butter, Zingiber Officinale (Ginger) Root Extract, Urea, Rubus Ideaeus (Raspberry) fruit Extract, Mentha Arvensis Extract, Acacia Senegal, beta-Glucan, Allantoin, Butylene Glycol, Salicylic Acid, Palmitic Acid, Dimethicone, PEG-100 Stearate, Stearic Acid, Sorbitan Sesquioleate, Sodium Polyacrylate, Carbomer, Tro Methamine, Ethylhexyl Stearate, Menthol, Ethylhexylglycerin, Trideceth-6, Tocopheryl Acetate, Disodium EDTA, Fragrance.",Masks
Theraffin Hand Mask,MEDIHEAL,2.69,4.7,24,MED-THM-2,"Water, Glycerin, Urea, Carthamus Tinctorius (Safflower) Seed Oil, Niacinamide, Glyceryl Stearate, Butylene Glycol, Cetearyl Alcohol, Propylene Glycol, PEG-100 Stearate, Phenoxyethanol, Dimethicone, Triethanolamine, Carbomer, Caprylyl Glycol, Argania Spinosa Kernel Oil, Fragrance (Perfume), 1,2- Hexanediol, Propanediol, Allantoin, Adenosine, Disodium EDTA, Citrus Lemon (Lemon) Fruit Extract, Sodium Hyaluronate, Caprylic/Capric Triglyceride, TEA-Cocoyl Glutamate, Hydrolyzed Collagen, Paraffin, Hydrogenated Lecithin, Ceramide NP (Ceramide 3), Cholesterol, Keratin Amino Acids.",Masks
Mugwort Calming Sheet Mask,ROUND LAB,4.0,4.4,33,RL-MCSM-4,"Water, Glycerin, Methylpropanediol, Dipropylene Glycol, Hydroxyacetophenone, Allantoin, Artemisia Vulgaris Extract, Butylene Glycol, Caffeine, Carbomer, Tromethamine, 1,2-Hexanediol, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Betaine, Caprylyl Glycol, Ethylhexylglycerin, Dipotassium Glycyrrhizate, Disodium EDTA, Althaea Rosea Flower Extract, Madecassoside",Masks
Resurfacing Sleep Mask,COCOKIND,21.99,4.0,7,COC-RSM-21,"""Water, Glycerin, Cucumis Sativus (Cucumber) Fruit Water, Glyceryl Stearates, Leuconostoc/Radish Root Ferment Filtrate, Squalane, Hydroxyethylcellulose, Adansonia Digitata Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil*, Bakuchiol**, Beta Glucan, Tephrosia Purpurea Seed Extract***, Disodium Phosphate, Sodium Phosphate, Polysorbate 60, Caprylhydroxamic Acid, Caramel, Sodium Dehydroacetate.
*Certified Organic
**Plant-Derived Retinol Alternative
***Wild Indigo Extract",Masks
Vitamin C Glow Mask,HANSKIN,32.0,4.5,15,HAN-VCGM-32,"Water, Kaolin, Glycerin, Bentonite, Palmitic Acid, 1,2-Hexanediol, Chlorella Vulgaris Extract, Zea Mays (Corn) Starch, Sodium Hyaluronate, Citrus Paradisi (Grapefruit) Fruit Extract, Stearic Acid, Cetyl Ethylhexanoate, Glyceryl Stearate SE, Glucose, Butylene Glycol, Ethylhexylglycerin, Caprylyl Glycol, Fructooligosaccharides, Fructose, Magnesium Aluminum Silicate, Microcrystalline Cellulose, Mannitol, Sucrose, Myristic Acid, Arachidic Acid, Tocopheryl Acetate, Lauric Acid, Oleic Acid, Tocopherol, Ascorbic Acid, Cetearyl Alcohol, Xanthan Gum, Disodium EDTA, Iron Oxides (CI 77492)",Masks
Egg Cream Mask Hydration Set (5 pack),TOO COOL FOR SCHOOL,24.0,5.0,5,TCFS-ECMHS5P-24,"Water, Butylene Glycol, Glycerin, PEG-32, Cyclopentasiloxane, Cyclohexasiloxane, Niacinamide, Glycereth-26, Caprylic/Capric Triglyceride, Dimethicone, Sodium Hyaluronate, Glyceryl Stearate, PEG-100 Stearate, Polysorbate 60, Cetearyl Alcohol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, Cocos Nucifera (Coconut) Water, Albumen Extract, Egg Yolk Extract/Extrait de jaune d'oeuf, Myrciaria Dubia Fruit Extract, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Dextrin, 1,2-Hexanediol, Phenoxyethanol, Panthenol, Sodium Polyacrylate, Ethylhexylglycerin, Hydrogenated Lecithin, Linoleic Acid, Ceramide NP, Camellia Japonica Seed Oil, Disodium EDTA, Fragrance.",Masks
Agas ACue Herbal Mask,INWARD,27.0,4.4,32,INW-AAHM-27,"Water, Glycerin, Butylene Glycol, Camellia Sinensis Leaf Powder, 1,2-Hexanediol, Agastache Rugosa Extract, Butyl Avocadate, Xylitylglucoside, Anhydroxylitol, Xylitol, Fructan, Polysorbate 80, Polyacrylamide, Carbomer, Arginine, C13-14 Isoparaffin, Xanthan Gum, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Laureth-7, Glucose, Propyl Gallate 
",Masks
Dewytree Cica 100 Mask,DEWYTREE,3.3,4.9,65,DEW-DC1M-3,100% Centella Asiatica Extract,Masks
H.D.P Photoready Tightening Charcoal Mask (5 pack),MEDIHEAL,9.95,4.9,21,MED-HPTCM5P-9,"Water (Aqua/Eau), Propylene Glycol, Glycerin, Allantoin, Bis-PEG-18 Methyl Ether Dimethyl Silane, Pomegranate (Punica Granatum) Fruit Extract, Sodium Hyaluronate, Wheat Amino Acids, Natto Gum, PEG-60 Hydrogenated Castor Oil, Adenosine, Sodium PCA, Butylene Glycol, Dipotassium Glycyrrhizate, Mushroom (Fomes Officinalis) Extract, Asiatic Pennywort (Centella Asiatica) Extract, Peppermint (Mentha Piperita) Leaf Extract, Rice (Oryza Sativa) Extract, Trehalose, Xanthan Gum, Charcoal Powder, Disodium EDTA, Arginine, Carbomer, Hydroxyethylcellulose, Prickly Ash (Zanthoxylum Piperitum) Fruit Extract, Lichen (Usnea Barbata) Extract, 1,2-Hexanediol, Phenoxyethanol, Fragrance (Parfum)",Masks
Skin Pot Sleeping Pack,ENATURE,28.0,4.4,41,ENA-SPSP-28,"WATER, CAPRYLIC/CAPRIC TRIGLYCERIDE, BUTYLENE GLYCOL, CANNABIS SATIVA SEED OIL, GLYCERETH-26, GLYCERIN, PEG/PPG/POLYBUTYLENE GLYCOL-8/5/3 GLYCERIN, CAPRYLYL METHICONE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, 1,2-HEXANEDIOL, POLYSORBATE 60, SORBITAN OLEATE, BETAINE, C30-45 ALYKL CETEARYL DIMETHICONE CROSSPOLYMER, TREHALOSE, LACTOBACILLUS/PUNICA GRANATUM FRUIT FERMENT EXTRACT, XANTHAN GUM, ADENOSINE, DISODIUM EDTA, GLYCERYL GLUCOSIDE",Masks
